OBJECTID,lat,long,monthave,date,site,name,month,day,year,dateorig,doy
182,39.0824,-96.5603,0.396447212,2012-8-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),8,15,2012,8/15/2012 0:00,228
183,39.0824,-96.5603,0.349398017,2012-9-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),9,15,2012,9/15/2012 0:00,259
184,39.0824,-96.5603,0.091583669,2012-10-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),10,15,2012,10/15/2012 0:00,289
185,39.0824,-96.5603,0.069947772,2012-11-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),11,15,2012,11/15/2012 0:00,320
186,39.0824,-96.5603,0.01750838,2012-12-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),12,15,2012,12/15/2012 0:00,350
187,39.0824,-96.5603,0.039866038,2013-1-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),1,15,2013,1/15/2013 0:00,15
188,39.0824,-96.5603,0.065544032,2013-2-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),2,15,2013,2/15/2013 0:00,46
189,39.0824,-96.5603,0.108085774,2013-3-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),3,15,2013,3/15/2013 0:00,74
190,39.0824,-96.5603,0.201430663,2013-4-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),4,15,2013,4/15/2013 0:00,105
191,39.0824,-96.5603,0.393020362,2013-5-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),5,15,2013,5/15/2013 0:00,135
192,39.0824,-96.5603,0.614785135,2013-6-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),6,15,2013,6/15/2013 0:00,166
193,39.0824,-96.5603,0.430889964,2013-7-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),7,15,2013,7/15/2013 0:00,196
194,39.0824,-96.5603,0.426604033,2013-8-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),8,15,2013,8/15/2013 0:00,227
195,39.0824,-96.5603,0.317658037,2013-9-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),9,15,2013,9/15/2013 0:00,258
196,39.0824,-96.5603,0.235234618,2013-10-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),10,15,2013,10/15/2013 0:00,288
197,39.0824,-96.5603,0.007107902,2013-11-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),11,15,2013,11/15/2013 0:00,319
198,39.0824,-96.5603,0.027681947,2013-12-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),12,15,2013,12/15/2013 0:00,349
199,39.0824,-96.5603,0.123682208,2014-1-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),1,15,2014,1/15/2014 0:00,15
200,39.0824,-96.5603,0.025406552,2014-2-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),2,15,2014,2/15/2014 0:00,46
201,39.0824,-96.5603,0.046564974,2014-3-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),3,15,2014,3/15/2014 0:00,74
202,39.0824,-96.5603,0.082883075,2014-4-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),4,15,2014,4/15/2014 0:00,105
203,39.0824,-96.5603,0.477225602,2014-5-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),5,15,2014,5/15/2014 0:00,135
204,39.0824,-96.5603,0.623677194,2014-6-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),6,15,2014,6/15/2014 0:00,166
205,39.0824,-96.5603,0.568933487,2014-7-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),7,15,2014,7/15/2014 0:00,196
206,39.0824,-96.5603,0.617935121,2014-8-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),8,15,2014,8/15/2014 0:00,227
207,39.0824,-96.5603,0.276436716,2014-9-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),9,15,2014,9/15/2014 0:00,258
208,39.0824,-96.5603,0.162519917,2014-10-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),10,15,2014,10/15/2014 0:00,288
209,39.0824,-96.5603,0.036661617,2014-11-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),11,15,2014,11/15/2014 0:00,319
210,39.0824,-96.5603,0.040798221,2015-1-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),1,15,2015,1/15/2015 0:00,15
211,39.0824,-96.5603,0.009907129,2015-2-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),2,15,2015,2/15/2015 0:00,46
212,39.0824,-96.5603,0.117983788,2015-3-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),3,15,2015,3/15/2015 0:00,74
213,39.0824,-96.5603,0.303993285,2015-4-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),4,15,2015,4/15/2015 0:00,105
214,39.0824,-96.5603,0.457629442,2015-5-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),5,15,2015,5/15/2015 0:00,135
215,39.0824,-96.5603,0.450052619,2015-6-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),6,15,2015,6/15/2015 0:00,166
216,39.0824,-96.5603,0.556438088,2015-7-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),7,15,2015,7/15/2015 0:00,196
217,39.0824,-96.5603,0.506489217,2015-8-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),8,15,2015,8/15/2015 0:00,227
218,39.0824,-96.5603,0.425461322,2015-9-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),9,15,2015,9/15/2015 0:00,258
219,39.0824,-96.5603,0.154677168,2015-10-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),10,15,2015,10/15/2015 0:00,288
220,39.0824,-96.5603,0.115984604,2015-11-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),11,15,2015,11/15/2015 0:00,319
221,39.0824,-96.5603,0.046517629,2015-12-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),12,15,2015,12/15/2015 0:00,349
222,39.0824,-96.5603,0.010813789,2016-1-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),1,15,2016,1/15/2016 0:00,15
223,39.0824,-96.5603,0.06807927,2016-2-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),2,15,2016,2/15/2016 0:00,46
224,39.0824,-96.5603,0.126904786,2016-3-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),3,15,2016,3/15/2016 0:00,75
225,39.0824,-96.5603,0.208430439,2016-4-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),4,15,2016,4/15/2016 0:00,106
226,39.0824,-96.5603,0.40044567,2016-5-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),5,15,2016,5/15/2016 0:00,136
227,39.0824,-96.5603,0.553420603,2016-6-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),6,15,2016,6/15/2016 0:00,167
228,39.0824,-96.5603,0.569351315,2016-7-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),7,15,2016,7/15/2016 0:00,197
229,39.0824,-96.5603,0.554574847,2016-8-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),8,15,2016,8/15/2016 0:00,228
230,39.0824,-96.5603,0.424860597,2016-9-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),9,15,2016,9/15/2016 0:00,259
231,39.0824,-96.5603,0.146337971,2016-10-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),10,15,2016,10/15/2016 0:00,289
232,39.0824,-96.5603,0.071444519,2016-11-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),11,15,2016,11/15/2016 0:00,320
233,39.0824,-96.5603,0.023390938,2016-12-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),12,15,2016,12/15/2016 0:00,350
234,39.0824,-96.5603,0.006791472,2017-1-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),1,15,2017,1/15/2017 0:00,15
235,39.0824,-96.5603,0.004139686,2017-3-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),3,15,2017,3/15/2017 0:00,74
236,39.0824,-96.5603,0.196099982,2017-4-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),4,15,2017,4/15/2017 0:00,105
237,39.0824,-96.5603,0.559172869,2017-5-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),5,15,2017,5/15/2017 0:00,135
238,39.0824,-96.5603,0.517145514,2017-6-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),6,15,2017,6/15/2017 0:00,166
239,39.0824,-96.5603,0.501433134,2017-7-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),7,15,2017,7/15/2017 0:00,196
240,39.0824,-96.5603,0.571432054,2017-8-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),8,15,2017,8/15/2017 0:00,227
241,39.0824,-96.5603,0.213388279,2017-9-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),9,15,2017,9/15/2017 0:00,258
242,39.0824,-96.5603,0.214352176,2017-10-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),10,15,2017,10/15/2017 0:00,288
243,39.0824,-96.5603,0.023002243,2017-12-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (),12,15,2017,12/15/2017 0:00,349
244,33.7364,-117.6947,0.021857118,2007-2-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,2,15,2007,2/15/2007 0:00,46
245,33.7364,-117.6947,0.111466318,2007-3-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,3,15,2007,3/15/2007 0:00,74
246,33.7364,-117.6947,0.22835283,2007-4-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,4,15,2007,4/15/2007 0:00,105
247,33.7364,-117.6947,0.258220494,2007-5-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,5,15,2007,5/15/2007 0:00,135
248,33.7364,-117.6947,0.19987376,2007-6-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,6,15,2007,6/15/2007 0:00,166
249,33.7364,-117.6947,0.110060796,2007-7-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,7,15,2007,7/15/2007 0:00,196
250,33.7364,-117.6947,0.137197673,2007-8-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,8,15,2007,8/15/2007 0:00,227
251,33.7364,-117.6947,0.057725046,2007-9-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,9,15,2007,9/15/2007 0:00,258
252,33.7364,-117.6947,0.051561873,2007-10-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,10,15,2007,10/15/2007 0:00,288
253,33.7364,-117.6947,0.116765216,2007-11-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,11,15,2007,11/15/2007 0:00,319
254,33.7364,-117.6947,0.041248888,2007-12-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,12,15,2007,12/15/2007 0:00,349
255,33.7364,-117.6947,0.044031471,2008-1-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,1,15,2008,1/15/2008 0:00,15
256,33.7364,-117.6947,0.104930453,2008-2-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,2,15,2008,2/15/2008 0:00,46
257,33.7364,-117.6947,0.226367757,2008-3-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,3,15,2008,3/15/2008 0:00,75
258,33.7364,-117.6947,0.267905563,2008-4-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,4,15,2008,4/15/2008 0:00,106
259,33.7364,-117.6947,0.176263675,2008-5-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,5,15,2008,5/15/2008 0:00,136
260,33.7364,-117.6947,0.232173294,2008-6-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,6,15,2008,6/15/2008 0:00,167
261,33.7364,-117.6947,0.27325961,2008-7-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,7,15,2008,7/15/2008 0:00,197
262,33.7364,-117.6947,0.098034874,2008-8-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,8,15,2008,8/15/2008 0:00,228
263,33.7364,-117.6947,0.196302503,2008-9-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,9,15,2008,9/15/2008 0:00,259
264,33.7364,-117.6947,0.056114383,2008-10-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,10,15,2008,10/15/2008 0:00,289
265,33.7364,-117.6947,0.06193592,2008-11-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,11,15,2008,11/15/2008 0:00,320
266,33.7364,-117.6947,0.096946217,2008-12-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,12,15,2008,12/15/2008 0:00,350
267,33.7364,-117.6947,0.088063009,2009-1-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,1,15,2009,1/15/2009 0:00,15
268,33.7364,-117.6947,0.024015326,2009-2-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,2,15,2009,2/15/2009 0:00,46
269,33.7364,-117.6947,0.279084414,2009-3-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,3,15,2009,3/15/2009 0:00,74
270,33.7364,-117.6947,0.11514169,2009-4-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,4,15,2009,4/15/2009 0:00,105
271,33.7364,-117.6947,0.378966689,2009-5-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,5,15,2009,5/15/2009 0:00,135
272,33.7364,-117.6947,0.285695672,2009-6-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,6,15,2009,6/15/2009 0:00,166
273,33.7364,-117.6947,0.218681529,2009-7-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,7,15,2009,7/15/2009 0:00,196
274,33.7364,-117.6947,0.129876032,2009-8-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,8,15,2009,8/15/2009 0:00,227
275,33.7364,-117.6947,0.068449862,2009-9-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,9,15,2009,9/15/2009 0:00,258
276,33.7364,-117.6947,0.118617751,2009-10-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,10,15,2009,10/15/2009 0:00,288
277,33.7364,-117.6947,0.075856909,2009-11-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,11,15,2009,11/15/2009 0:00,319
278,33.7364,-117.6947,0.088959806,2009-12-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,12,15,2009,12/15/2009 0:00,349
279,33.7364,-117.6947,0.021781044,2010-1-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,1,15,2010,1/15/2010 0:00,15
280,33.7364,-117.6947,0.07039348,2010-2-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,2,15,2010,2/15/2010 0:00,46
281,33.7364,-117.6947,0.184509784,2010-3-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,3,15,2010,3/15/2010 0:00,74
282,33.7364,-117.6947,0.203806952,2010-4-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,4,15,2010,4/15/2010 0:00,105
283,33.7364,-117.6947,0.107998461,2010-5-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,5,15,2010,5/15/2010 0:00,135
284,33.7364,-117.6947,0.232805297,2010-6-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,6,15,2010,6/15/2010 0:00,166
285,33.7364,-117.6947,0.152034745,2010-7-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,7,15,2010,7/15/2010 0:00,196
286,33.7364,-117.6947,0.150614783,2010-8-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,8,15,2010,8/15/2010 0:00,227
287,33.7364,-117.6947,0.137245744,2010-9-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,9,15,2010,9/15/2010 0:00,258
288,33.7364,-117.6947,0.100265644,2010-10-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,10,15,2010,10/15/2010 0:00,288
289,33.7364,-117.6947,0.040328834,2010-11-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,11,15,2010,11/15/2010 0:00,319
290,33.7364,-117.6947,0.109561622,2010-12-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,12,15,2010,12/15/2010 0:00,349
291,33.7364,-117.6947,0.103093393,2011-1-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,1,15,2011,1/15/2011 0:00,15
292,33.7364,-117.6947,0.03916236,2011-2-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,2,15,2011,2/15/2011 0:00,46
293,33.7364,-117.6947,0.141131297,2011-3-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,3,15,2011,3/15/2011 0:00,74
294,33.7364,-117.6947,0.211045519,2011-4-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,4,15,2011,4/15/2011 0:00,105
295,33.7364,-117.6947,0.293672115,2011-5-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,5,15,2011,5/15/2011 0:00,135
296,33.7364,-117.6947,0.300546765,2011-6-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,6,15,2011,6/15/2011 0:00,166
297,33.7364,-117.6947,0.239588901,2011-7-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,7,15,2011,7/15/2011 0:00,196
298,33.7364,-117.6947,0.212320164,2011-8-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,8,15,2011,8/15/2011 0:00,227
299,33.7364,-117.6947,0.117667161,2011-9-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,9,15,2011,9/15/2011 0:00,258
300,33.7364,-117.6947,0.170207277,2011-10-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,10,15,2011,10/15/2011 0:00,288
301,33.7364,-117.6947,0.112204954,2011-11-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,11,15,2011,11/15/2011 0:00,319
302,33.7364,-117.6947,0.140416145,2011-12-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,12,15,2011,12/15/2011 0:00,349
303,33.7364,-117.6947,0.079110235,2012-1-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,1,15,2012,1/15/2012 0:00,15
304,33.7364,-117.6947,0.027103946,2012-2-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,2,15,2012,2/15/2012 0:00,46
305,33.7364,-117.6947,0.086085111,2012-3-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,3,15,2012,3/15/2012 0:00,75
306,33.7364,-117.6947,0.145401105,2012-4-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,4,15,2012,4/15/2012 0:00,106
307,33.7364,-117.6947,0.280506134,2012-5-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,5,15,2012,5/15/2012 0:00,136
308,33.7364,-117.6947,0.237896413,2012-6-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,6,15,2012,6/15/2012 0:00,167
309,33.7364,-117.6947,0.211266413,2012-7-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,7,15,2012,7/15/2012 0:00,197
310,33.7364,-117.6947,0.11787416,2012-8-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,8,15,2012,8/15/2012 0:00,228
311,33.7364,-117.6947,0.092151947,2012-9-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,9,15,2012,9/15/2012 0:00,259
312,33.7364,-117.6947,0.084240079,2012-10-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,10,15,2012,10/15/2012 0:00,289
313,33.7364,-117.6947,0.05754948,2012-11-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,11,15,2012,11/15/2012 0:00,320
314,33.7364,-117.6947,0.053172302,2012-12-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,12,15,2012,12/15/2012 0:00,350
315,33.7364,-117.6947,0.071207084,2013-2-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,2,15,2013,2/15/2013 0:00,46
316,33.7364,-117.6947,0.184659198,2013-3-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,3,15,2013,3/15/2013 0:00,74
317,33.7364,-117.6947,0.147743866,2013-4-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,4,15,2013,4/15/2013 0:00,105
318,33.7364,-117.6947,0.206544742,2013-5-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,5,15,2013,5/15/2013 0:00,135
319,33.7364,-117.6947,0.158987179,2013-6-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,6,15,2013,6/15/2013 0:00,166
320,33.7364,-117.6947,0.352887213,2013-7-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,7,15,2013,7/15/2013 0:00,196
321,33.7364,-117.6947,0.231131569,2013-8-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,8,15,2013,8/15/2013 0:00,227
322,33.7364,-117.6947,0.152636692,2013-9-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,9,15,2013,9/15/2013 0:00,258
323,33.7364,-117.6947,0.118367508,2013-10-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,10,15,2013,10/15/2013 0:00,288
324,33.7364,-117.6947,0.027541908,2013-12-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,12,15,2013,12/15/2013 0:00,349
325,33.7364,-117.6947,0.075980783,2014-1-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,1,15,2014,1/15/2014 0:00,15
326,33.7364,-117.6947,0.144593656,2014-3-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,3,15,2014,3/15/2014 0:00,74
327,33.7364,-117.6947,0.152730793,2014-4-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,4,15,2014,4/15/2014 0:00,105
328,33.7364,-117.6947,0.17252551,2014-5-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,5,15,2014,5/15/2014 0:00,135
329,33.7364,-117.6947,0.104316838,2014-6-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,6,15,2014,6/15/2014 0:00,166
330,33.7364,-117.6947,0.195516825,2014-7-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,7,15,2014,7/15/2014 0:00,196
331,33.7364,-117.6947,0.178069368,2014-8-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,8,15,2014,8/15/2014 0:00,227
332,33.7364,-117.6947,0.118891411,2014-10-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,10,15,2014,10/15/2014 0:00,288
333,33.7364,-117.6947,0.003362713,2014-11-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,11,15,2014,11/15/2014 0:00,319
334,33.7364,-117.6947,0.062614836,2014-12-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,12,15,2014,12/15/2014 0:00,349
335,33.7364,-117.6947,0.040240575,2015-1-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,1,15,2015,1/15/2015 0:00,15
336,33.7364,-117.6947,0.216908798,2015-2-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,2,15,2015,2/15/2015 0:00,46
337,33.7364,-117.6947,0.152390942,2015-3-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,3,15,2015,3/15/2015 0:00,74
338,33.7364,-117.6947,0.131645247,2015-4-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,4,15,2015,4/15/2015 0:00,105
339,33.7364,-117.6947,0.256359637,2015-5-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,5,15,2015,5/15/2015 0:00,135
340,33.7364,-117.6947,0.257861853,2015-6-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,6,15,2015,6/15/2015 0:00,166
341,33.7364,-117.6947,0.230401516,2015-7-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,7,15,2015,7/15/2015 0:00,196
342,33.7364,-117.6947,0.137851596,2015-8-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,8,15,2015,8/15/2015 0:00,227
343,33.7364,-117.6947,0.041681547,2015-9-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,9,15,2015,9/15/2015 0:00,258
344,33.7364,-117.6947,0.029906791,2015-10-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,10,15,2015,10/15/2015 0:00,288
345,33.7364,-117.6947,0.021876588,2015-11-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,11,15,2015,11/15/2015 0:00,319
346,33.7364,-117.6947,0.05408036,2015-12-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,12,15,2015,12/15/2015 0:00,349
347,33.7364,-117.6947,0.086999722,2016-1-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,1,15,2016,1/15/2016 0:00,15
348,33.7364,-117.6947,0.194536105,2016-2-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,2,15,2016,2/15/2016 0:00,46
349,33.7364,-117.6947,0.180654213,2016-3-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,3,15,2016,3/15/2016 0:00,75
350,33.7364,-117.6947,0.217251539,2016-4-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,4,15,2016,4/15/2016 0:00,106
351,33.7364,-117.6947,0.279613763,2016-5-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,5,15,2016,5/15/2016 0:00,136
352,33.7364,-117.6947,0.184144422,2016-6-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,6,15,2016,6/15/2016 0:00,167
353,33.7364,-117.6947,0.134206995,2016-7-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,7,15,2016,7/15/2016 0:00,197
354,33.7364,-117.6947,0.152796268,2016-8-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,8,15,2016,8/15/2016 0:00,228
355,33.7364,-117.6947,0.136428356,2016-9-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,9,15,2016,9/15/2016 0:00,259
356,33.7364,-117.6947,0.051846523,2016-10-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,10,15,2016,10/15/2016 0:00,289
357,33.7364,-117.6947,0.028805753,2016-11-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,11,15,2016,11/15/2016 0:00,320
358,33.7364,-117.6947,0.053446457,2016-12-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,12,15,2016,12/15/2016 0:00,350
359,33.7364,-117.6947,0.000768523,2017-1-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,1,15,2017,1/15/2017 0:00,15
360,33.7364,-117.6947,0.16154781,2017-3-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,3,15,2017,3/15/2017 0:00,74
361,33.7364,-117.6947,0.091414697,2017-4-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,4,15,2017,4/15/2017 0:00,105
362,33.7364,-117.6947,0.190981895,2017-5-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,5,15,2017,5/15/2017 0:00,135
363,33.7364,-117.6947,0.076042652,2017-6-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,6,15,2017,6/15/2017 0:00,166
364,33.7364,-117.6947,0.164317176,2017-7-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,7,15,2017,7/15/2017 0:00,196
365,33.7364,-117.6947,0.182247132,2017-8-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,8,15,2017,8/15/2017 0:00,227
366,33.7364,-117.6947,0.088217393,2017-9-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,9,15,2017,9/15/2017 0:00,258
367,33.7364,-117.6947,0.042983949,2017-10-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,10,15,2017,10/15/2017 0:00,288
368,33.7364,-117.6947,0.080093361,2017-11-15T00:00:00.000Z,US-SCg,S. Calif. Grassland,11,15,2017,11/15/2017 0:00,319
369,34.3623,-106.7019,0.041541953,2007-1-15T00:00:00.000Z,US-Seg,Sevilleta grassland,1,15,2007,1/15/2007 0:00,15
370,34.3623,-106.7019,0.027691342,2007-2-15T00:00:00.000Z,US-Seg,Sevilleta grassland,2,15,2007,2/15/2007 0:00,46
371,34.3623,-106.7019,0.026891513,2007-3-15T00:00:00.000Z,US-Seg,Sevilleta grassland,3,15,2007,3/15/2007 0:00,74
